418,9001,2011,54,רשויות פיקוח,05,רשות הגז הטבעי,02,פעולות הרשות,פלאט 1%,-84
418,9001,2011,54,רשויות פיקוח,06,הרשות לסחר הוגן,01,שכר ופעולות,פלאט 1%,-85
418,9001,2011,54,רשויות פיקוח,07,רשות הכנרת - איגוד ערים,01,פעולות הסדרה,פלאט 1%,-473
418,9001,2011,54,רשויות פיקוח,08,המועצה הישראלית לצרכנות,01,המועצה הישראלית לצרכנות,פלאט 1%,-20
418,9001,2011,55,אוצר,10,פיתוח רשות המיסים,01,פיתוח רשות המיסים,הפחתה בשיעור 1% בתקציב הקניות,0
418,9001,2011,55,אוצר,10,פיתוח רשות המיסים,02,הקמת מתקן שיקוף,הפחתה בשיעור 1% בתקציב הקניות,-310
418,9001,2011,55,אוצר,10,פיתוח רשות המיסים,03,מערכות מידע,הפחתה בשיעור 1% בתקציב הקניות,-13
418,9001,2011,55,אוצר,10,פיתוח רשות המיסים,04,מערכות תשתית וציוד קצה,הפחתה בשיעור 1% בתקציב הקניות,0
418,9001,2011,67,משרד הבריאות,02,בנית מבנים לשרותים,02,"ביה""ח ממשלתיים",הפחתה רוחבית,-880
418,9001,2011,67,משרד הבריאות,02,בנית מבנים לשרותים,03,מוסדות ציבוריים,הפחתה רוחבית,-9
418,9001,2011,67,משרד הבריאות,02,בנית מבנים לשרותים,05,תשתיות לשילוב חולי נפש בקהילה,הפחתה רוחבית,-6
418,9001,2011,67,משרד הבריאות,03,תשתיות,01,תכנון,הפחתה רוחבית,-15
418,9001,2011,67,משרד הבריאות,03,תשתיות,02,סקטור ממשלתי,הפחתה רוחבית,-950
418,9001,2011,67,משרד הבריאות,04,הצטיידות,01,הצטיידות,הפחתה רוחבית,-30
418,9001,2011,67,משרד הבריאות,06,רזרבה,01,רזרבה להתייקרויות,הפחתה רוחבית,-43
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",01,אגף אכיפה,10,פעילות אכיפה,פלאט 1%,-222
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",01,אגף אכיפה,13,מיכון,פלאט 1%,-38
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",01,אגף אכיפה,15,יחידת התובעים,פלאט 1%,-42
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",01,אגף אכיפה,17,פעולות למתן היתרים,פלאט 1%,-4
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",03,אגף תשלומים והיתרים,20,מדור התשלומים,פלאט 1%,-104
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",04,מטה ותחום האוכלוסין,01,מטה,פלאט 1%,-467
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",04,מטה ותחום האוכלוסין,02,מחשוב,פלאט 1%,-81
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",04,מטה ותחום האוכלוסין,03,ועדות השגה,פלאט 1%,-30
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",04,מטה ותחום האוכלוסין,04,לשכות מנהל אוכלוסין,פלאט 1%,-98
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",07,הרשות למאגר ביומטרי,01,מטה רשות למאגר ביומטרי,פלאט 1%,-77
418,9001,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",08,ביקורת הגבולות,01,מטה יעודי,פלאט 1%,-3
418,9001,2011,70,שיכון,69,פעולות שוטפות,01,רכישת דירות נכסי רכישה,קיצוץ רוחבי,-3863
418,9001,2011,70,שיכון,69,פעולות שוטפות,10,פיתוח מערכות מידע,קיצוץ רוחבי,0
418,9001,2011,70,שיכון,69,פעולות שוטפות,11,פעולות שונות,קיצוץ רוחבי,0
418,9001,2011,76,תעשיה,01,פיתוח התעשייה,09,פיתוח אזורי תעשייה חדשים באיזורי פיתוח,פלאט 1%,-527
418,9001,2011,79,פיתוח התחבורה,40,כבישים בינעירוניים,05,חברת מעצ,פלאט 1% + 150 מלשח,-159086
418,9001,2011,79,פיתוח התחבורה,42,פיתוח אחר,01,פיתוח אחר,פלאט 1% + 150 מלשח,-425
418,9001,2011,83,הוצאות פיתוח אחרות,04,השקעות שונות,01,השקעות שונות,קיצוץ רוחב בסך 1%,-2165
418,9001,2011,83,הוצאות פיתוח אחרות,04,השקעות שונות,02,רזרבה לרפורמה בתכנון ובניה 2011,קיצוץ רוחב בסך 1%,-356
418,9001,2011,83,הוצאות פיתוח אחרות,05,"מרכב""ה וממשל זמין",01,"מרכב""ה",קיצוץ רוחב בסך 1%,-706
418,9001,2011,83,הוצאות פיתוח אחרות,05,"מרכב""ה וממשל זמין",02,פעולות מיוחדות,קיצוץ רוחב בסך 1%,-560
418,9001,2011,83,הוצאות פיתוח אחרות,05,"מרכב""ה וממשל זמין",03,ממשל זמין,קיצוץ רוחב בסך 1%,-592
418,9001,2011,83,הוצאות פיתוח אחרות,05,"מרכב""ה וממשל זמין",04,פרויקטי מחשוב רוחביים,קיצוץ רוחב בסך 1%,-220
418,9001,2011,83,הוצאות פיתוח אחרות,06,השקעות בחברות,03,גופים במשבר - מימון,קיצוץ רוחב בסך 1%,-3406
425,159,2011,13,הוצאות שונות,01,הוצאות שונות,25,מימון הסכמים קודמים,לתמת - 0.5 מלשח,-500
425,160,2011,38,תמיכות בענפי המשק,12,עידוד עסקים קטנים,01,חונכות,תוספת 0.5 מלשח - קואליציוני,500
428,169,2011,83,הוצאות פיתוח אחרות,04,השקעות שונות,01,השקעות שונות,"פרויקט להב""ה",3481
428,169,2011,83,הוצאות פיתוח אחרות,07,מימון תוכניות הבראה גופים במשבר,01,מימון תוכניות הבראה גופים במשבר,"פרויקט להב""ה",-3481
442,816,2011,42,מענקי בינוי ושיכון,13,עמלות ניהול הסיוע,02,עמלות תיקי הלוואות,העברה לתרבות,-18500
442,817,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,01,מינהל ושירותים כלליים,01,שירותים מרכזיים,תרבות וספורט פניית סוף שנה,0
442,817,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,01,מינהל ושירותים כלליים,02,אמרכלות,תרבות וספורט פניית סוף שנה,-100
442,817,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,04,מינהל מדע,02,"מחקרים, פרוייקטים ותמיכות במדע",תרבות וספורט פניית סוף שנה,-86
442,817,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,21,רשות העתיקות,09,רשות העתיקות,תרבות וספורט פניית סוף שנה,8000
442,817,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,31,תרבות,03,"מינהל תרבות אומנות ומחקר, יוצרים ואומנים",תרבות וספורט פניית סוף שנה,8686
442,817,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,37,מינהל הספורט,03,הרשות לנהיגה ספורטיבית,תרבות וספורט פניית סוף שנה,0
442,817,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,37,מינהל הספורט,04,פעולות ותמיכות בספורט,תרבות וספורט פניית סוף שנה,2000
446,156,2011,13,הוצאות שונות,01,הוצאות שונות,05,הוצאות שונות,"תוכנית המיעוטים - העברה לבט""פ",-17475
446,157,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,03,שירותים מרכזיים,מגזר לא יהודי,2320
446,157,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,04,אמרכלות,מגזר לא יהודי,-5166
446,157,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,05,קרן בלאי רכב,מגזר לא יהודי,4320
446,157,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,06,רשות למלחמה בסמים ואלכוהול,מגזר לא יהודי,1100
446,157,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,11,כח אדם,מגזר לא יהודי,7775
446,157,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,21,המטה הארצי,מגזר לא יהודי,250
446,157,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,22,אמרכלות משטרת ישראל,מגזר לא יהודי,6876
446,157,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,23,עיבוד נתונים תקשורת,מגזר לא יהודי,0
446,157,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,24,רכישת שירותי כח אדם,מגזר לא יהודי,0
446,157,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,31,פרוייקטים לתנועה - אמרכלות,מגזר לא יהודי,0
446,157,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,70,שוטרים במוסדות ציבור - שכר,מגזר לא יהודי,0
461,154,2011,15,משרד הבטחון,01,בטחון,02,תקציב הביטחון,העברת למנהל האזרחי,-8200
471,123,2011,52,פיתוח המשרד לביטחון- פנים,01,תקציב פיתוח - משטרה,06,פרוייקטים במחשוב,א/3 - הוצאה מותנית,0
471,123,2011,52,פיתוח המשרד לביטחון- פנים,01,תקציב פיתוח - משטרה,17,הקמה ושיפוץ מבני משטרה,א/3 - הוצאה מותנית,0
472,175,2011,83,הוצאות פיתוח אחרות,04,השקעות שונות,01,השקעות שונות,העברה לרשות הטבע והגנים,-2500
472,176,2011,78,פיתוח תיירות,01,פיתוח תשתית,04,פיתוח תשתיות תיירותיות על פי מודל הקצאה,העברה למשרד לרשות הטבע והגנים סעיף 54,-1414
472,177,2011,54,רשויות פיקוח,03,רשות הטבע והגנים,02,תקציב פיתוח,העברות תקציב ממשרדים אחרים,3914
477,141,2011,13,הוצאות שונות,01,הוצאות שונות,05,הוצאות שונות,"3.5 מלש""ח לדתות",-3500
477,142,2011,04,משרד ראש הממשלה,08,שירותי דת,01,מועצות דתיות,העברה למשרד הדתות,3500
480,152,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,01,שיא כח אדם,שיטור עירוני - התנעה,-25731
480,152,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,05,קרן בלאי רכב,שיטור עירוני - התנעה,4157
480,152,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,11,כח אדם,שיטור עירוני - התנעה,16093
480,152,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,21,המטה הארצי,שיטור עירוני - התנעה,2102
480,152,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,22,אמרכלות משטרת ישראל,שיטור עירוני - התנעה,-5647
480,152,2011,07,משרד לביטחון פנים,02,משטרת ישראל- קניות ושכר,23,עיבוד נתונים תקשורת,שיטור עירוני - התנעה,3035
480,153,2011,52,פיתוח המשרד לביטחון- פנים,01,תקציב פיתוח - משטרה,06,פרוייקטים במחשוב,שיטור עירוני - התנעה,1743
480,153,2011,52,פיתוח המשרד לביטחון- פנים,01,תקציב פיתוח - משטרה,17,הקמה ושיפוץ מבני משטרה,שיטור עירוני - התנעה,4248
492,91,2011,13,הוצאות שונות,01,הוצאות שונות,25,מימון הסכמים קודמים,רוחביות כותל 1.2,-1200
492,92,2011,04,משרד ראש הממשלה,01,תחום פעולה כללי,12,המינהלה לפרוייקטים,העברה מ13 תגבו הכותל,1200
495,111,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,25,פרט ומשפחה - צרכים מיוחדים וחירום,שינויים פנימיים בתקציב משרד הרווחה,5000
495,111,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,40,השרות לילד ולנוער - תכנון וניהול,שינויים פנימיים בתקציב משרד הרווחה,-5000
501,50,2011,23,משרד הרווחה,01,תחום פעולה כללי,11,תכנון תקציבי,שינויים פנימיים בתקציב משרד הרווחה,0
501,50,2011,23,משרד הרווחה,01,תחום פעולה כללי,19,אמרכלות,שינויים פנימיים בתקציב משרד הרווחה,7203
501,50,2011,23,משרד הרווחה,06,אגף השיקום,22,טיפול קהילתי וביתי,שינויים פנימיים בתקציב משרד הרווחה,1040
501,50,2011,23,משרד הרווחה,06,אגף השיקום,62,שיקום וטיפול בעוור,שינויים פנימיים בתקציב משרד הרווחה,-150
501,50,2011,23,משרד הרווחה,08,אגף לטיפול באדם המפגר,55,טיפול קהילתי וביתי,שינויים פנימיים בתקציב משרד הרווחה,6600
501,50,2011,23,משרד הרווחה,08,אגף לטיפול באדם המפגר,56,טפול חוץ ביתי,שינויים פנימיים בתקציב משרד הרווחה,-6600
501,50,2011,23,משרד הרווחה,08,אגף לטיפול באדם המפגר,81,טיפול קהילתי באוטיסטים,שינויים פנימיים בתקציב משרד הרווחה,-305
501,50,2011,23,משרד הרווחה,09,רזרבה להתייקרויות,02,רזרבה להתייקרויות,שינויים פנימיים בתקציב משרד הרווחה,-7203
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,14,אירגון ומינהל ברשויות,שינויים פנימיים בתקציב משרד הרווחה,-100
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,25,פרט ומשפחה - צרכים מיוחדים וחירום,שינויים פנימיים בתקציב משרד הרווחה,-192
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,26,פרט ומשפחה - טיפול ומניעה,שינויים פנימיים בתקציב משרד הרווחה,-158
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,38,השרות לילד ונוער חוץ- ביתי,שינויים פנימיים בתקציב משרד הרווחה,-300
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,39,השרות לילד ונוער טיפול קהילתי,שינויים פנימיים בתקציב משרד הרווחה,-50
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,42,השירות לזקן- טיפול חוץ ביתי,שינויים פנימיים בתקציב משרד הרווחה,-100
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,43,השירות לזקן טיפול קהילתי,שינויים פנימיים בתקציב משרד הרווחה,-100
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,51,השרות למען הילד (אימוץ),שינויים פנימיים בתקציב משרד הרווחה,-81
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,72,עבודה קהילתית,שינויים פנימיים בתקציב משרד הרווחה,1458
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,73,תוכנית לטיפול בעולים חדשים,שינויים פנימיים בתקציב משרד הרווחה,-812
501,50,2011,23,משרד הרווחה,10,שירותים אישיים וחברתיים,81,שיקום שכונות,שינויים פנימיים בתקציב משרד הרווחה,-150
501,50,2011,23,משרד הרווחה,11,נוער צעירים ושירותי תקון,23,שרות המבחן לנוער,שינויים פנימיים בתקציב משרד הרווחה,0
501,50,2011,23,משרד הרווחה,11,נוער צעירים ושירותי תקון,25,השירות לטיפול בהתמכרויות,שינויים פנימיים בתקציב משרד הרווחה,0
501,50,2011,23,משרד הרווחה,11,נוער צעירים ושירותי תקון,26,שיקום אסירים,שינויים פנימיים בתקציב משרד הרווחה,330
501,50,2011,23,משרד הרווחה,11,נוער צעירים ושירותי תקון,64,השירות לצעירים צעירות ומתבגרים,שינויים פנימיים בתקציב משרד הרווחה,250
501,50,2011,23,משרד הרווחה,11,נוער צעירים ושירותי תקון,65,השרות לטפול בנערות,שינויים פנימיים בתקציב משרד הרווחה,-250
501,50,2011,23,משרד הרווחה,11,נוער צעירים ושירותי תקון,66,רשות חסות הנוער - טיפול חוץ ביתי,שינויים פנימיים בתקציב משרד הרווחה,170
501,50,2011,23,משרד הרווחה,11,נוער צעירים ושירותי תקון,71,רשות חסות הנוער -,שינויים פנימיים בתקציב משרד הרווחה,-500
509,115,2011,13,הוצאות שונות,01,הוצאות שונות,25,מימון הסכמים קודמים,מדע -סיכום שרים - 40,-40000
509,116,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,04,מינהל מדע,01,קידום קשרים בינלאומיים,פניית מדע מרץ 2011,1850
509,116,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,04,מינהל מדע,02,"מחקרים, פרוייקטים ותמיכות במדע",פניית מדע מרץ 2011,23456
509,116,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,04,מינהל מדע,03,תשתיות מדעיות,פניית מדע מרץ 2011,15089
509,116,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,04,מינהל מדע,04,המועצה הלאומית למחקר ופיתוח אזרחי,פניית מדע מרץ 2011,0
509,116,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,37,מינהל הספורט,04,פעולות ותמיכות בספורט,פניית מדע מרץ 2011,-395
513,148,2011,40,תחבורה,03,משרד התחבורה-ראשי,01,משרד התחבורה- תפעול,קליטת 6 בני מיעוטים,0
513,148,2011,40,תחבורה,03,משרד התחבורה-ראשי,03,מינהל התנועה,קליטת 6 בני מיעוטים,0
513,148,2011,40,תחבורה,06,מטאורולוגיה,01,השירות המטאורולוגי,קליטת 6 בני מיעוטים,0
532,223,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,04,אמרכלות,תגבור תקציב הכבאות,-3474
532,223,2011,07,משרד לביטחון פנים,30,נציבות כבאות והצלה,01,תקציב נציבות כבאות והצלה,תגבור תקציב הכבאות,91737
532,223,2011,07,משרד לביטחון פנים,30,נציבות כבאות והצלה,03,איגוד כבאות,תגבור תקציב הכבאות,-88263
537,165,2011,36,משרד התעשייה המסחר,17,אגף להכשרה מקצועית,11,קורסים למבוגרים,הקרן למקצועות שוחקים,0
545,125,2011,42,מענקי בינוי ושיכון,13,עמלות ניהול הסיוע,01,עמלות ניהול תיקי שכר דירה,העברה לתכנון,-5572
545,126,2011,70,שיכון,67,פעולות פיתוח,01,תכנון ופיקוח,בדואים והתנתקות,5572
545,126,2011,70,שיכון,67,פעולות פיתוח,02,תשתיות לבנייה חדשה,בדואים והתנתקות,-66000
545,126,2011,70,שיכון,67,פעולות פיתוח,24,חברות מנהלות מינהל מקרקעי ישראל,בדואים והתנתקות,0
545,126,2011,70,שיכון,69,פעולות שוטפות,09,בנייה כפרית,בדואים והתנתקות,0
545,126,2011,70,שיכון,69,פעולות שוטפות,11,פעולות שונות,בדואים והתנתקות,0
545,126,2011,70,שיכון,69,פעולות שוטפות,27,הסכם עמידר,בדואים והתנתקות,0
545,126,2011,70,שיכון,70,פרויקטים מיוחדים,07,חומת שמואל,בדואים והתנתקות,54000
545,126,2011,70,שיכון,71,התנתקות,01,התנתקות- כללי,בדואים והתנתקות,0
545,126,2011,70,שיכון,71,התנתקות,02,ישובי חולות חלוצה,בדואים והתנתקות,0
545,126,2011,70,שיכון,71,התנתקות,03,ניצנים,בדואים והתנתקות,6000
545,126,2011,70,שיכון,71,התנתקות,04,ניצן,בדואים והתנתקות,6000
545,126,2011,70,שיכון,71,התנתקות,05,מזרח לכיש,בדואים והתנתקות,0
550,83,2011,13,הוצאות שונות,01,הוצאות שונות,05,הוצאות שונות,"רוחביות בריאות - 0.6 מלש""ח",-600
550,84,2011,67,משרד הבריאות,04,הצטיידות,01,הצטיידות,העברה בין גגות,600
553,40,2011,79,פיתוח התחבורה,30,כבישים עירוניים,02,כבישים עירוניים,כבישים עירוניים ובטיחות - חיצונית,0
553,40,2011,79,פיתוח התחבורה,40,כבישים בינעירוניים,05,חברת מעצ,כבישים עירוניים ובטיחות - חיצונית,0
553,40,2011,79,פיתוח התחבורה,41,הרשות הלאומית לבטיחות,02,הרשות הלאומית לבטיחות,כבישים עירוניים ובטיחות - חיצונית,0
559,649,2011,04,משרד ראש הממשלה,01,תחום פעולה כללי,12,המינהלה לפרוייקטים,התכנית לעשייה ציונית,0
559,661,2011,70,שיכון,69,פעולות שוטפות,11,פעולות שונות,העברה לתקציב הרגיל,-900
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,01,הנהלת המשרד,פניית סוף שנה תקציב רגיל,661
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,03,חשבות,פניית סוף שנה תקציב רגיל,400
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,06,יחידת המדען הראשי,פניית סוף שנה תקציב רגיל,-511
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,07,היחידה לעיבוד נתונים,פניית סוף שנה תקציב רגיל,-350
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,09,אגף אכלוס,פניית סוף שנה תקציב רגיל,950
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,11,נכסים ודיור,פניית סוף שנה תקציב רגיל,100
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,14,שיקום שכונות,פניית סוף שנה תקציב רגיל,250
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,16,אמרכלות,פניית סוף שנה תקציב רגיל,100
559,662,2011,29,משרד הבינוי והשיכון,08,פעולות,18,הסדרת ההתיישבות הבדואית בנגב,פניית סוף שנה תקציב רגיל,-700
559,666,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",07,הרשות למאגר ביומטרי,01,מטה רשות למאגר ביומטרי,העברת הרשות למאגר ביומטרי,-1167
559,667,2011,06,משרד הפנים,01,הנהלת המשרד ואמרכלות,01,הנהלת המשרד,הרשות למאגר ביומטרי,295
559,667,2011,06,משרד הפנים,07,הרשות למאגר ביומטרי,01,כללי,הרשות למאגר ביומטרי,872
559,668,2011,73,מפעלי מים,13,פעולות משק המים,01,פעולות נוספות במשק המים,בין גגות,-16980
559,668,2011,73,מפעלי מים,14,מפעלי מים ביהודה שומרון ועזה,03,מפעלי מים ביהודה שומרון ועזה,בין גגות,-994
559,668,2011,73,מפעלי מים,19,פיתוח מקורות מים,03,פיתוח מפעלי קולחין,בין גגות,-66000
559,668,2011,73,מפעלי מים,21,סיוע לתאגידי מים ולביוב,02,מענקים להקמת תאגידי מים וביוב בהתאם להחלטת ממשלה מיום 12 באוגוסט 2007,בין גגות,-48394
559,668,2011,73,מפעלי מים,22,מפעלי ביוב,01,פיתוח תשתיות ביוב,בין גגות,-41500
559,668,2011,73,מפעלי מים,22,מפעלי ביוב,03,תוכניות סיוע מיוחדות,בין גגות,-39632
559,669,2011,41,רשות ממשלתית למים ולביוב,01,רשות המים,03,פעולות במשק המים,העברה בין גגות,-41500
559,670,2011,34,משרד התשתיות הלאומיות,11,מחקר ופיתוח באנרגיה,01,פיתוח אנרגיות חלופיות,הסדרה מימונית,-25500
559,670,2011,34,משרד התשתיות הלאומיות,12,יעול השימוש באנרגיה,03,יעילות השימוש באנרגיה,הסדרה מימונית,-16500
559,670,2011,34,משרד התשתיות הלאומיות,13,פעולות מידע,01,יצירת מידע והפצתו,הסדרה מימונית,-9200
559,671,2011,83,הוצאות פיתוח אחרות,06,השקעות בחברות,02,רכבת ישראל,העברה בין גגות לרכבת ישראל,306200
559,674,2011,79,פיתוח התחבורה,30,כבישים עירוניים,02,כבישים עירוניים,שינויי מזומן,-199000
559,674,2011,79,פיתוח התחבורה,30,כבישים עירוניים,03,עידוד הצפון החלטה 561,שינויי מזומן,-2000
559,674,2011,79,פיתוח התחבורה,31,הסעת המונים ותחבורה,01,ירושלים - מערכת הסעת,שינויי מזומן,-67080
559,674,2011,79,פיתוח התחבורה,31,הסעת המונים ותחבורה,02,מטרופולין תל-אביב -,שינויי מזומן,-148500
559,674,2011,79,פיתוח התחבורה,31,הסעת המונים ותחבורה,05,תחבורה ציבורית,שינויי מזומן,-97140
559,674,2011,79,פיתוח התחבורה,32,"תוכניות אב, ניהול תחבורה ומחקרים",01,"תוכניות אב, תכנון וניהול תנועה ומחקרים",שינויי מזומן,-19880
559,674,2011,79,פיתוח התחבורה,34,נתיבי ישראל,01,נתיבי ישראל,שינויי מזומן,395000
559,674,2011,79,פיתוח התחבורה,35,חוצה ישראל,01,חוצה ישראל,שינויי מזומן,-16782
559,674,2011,79,פיתוח התחבורה,40,כבישים בינעירוניים,05,חברת מעצ,שינויי מזומן,350000
559,674,2011,79,פיתוח התחבורה,41,הרשות הלאומית לבטיחות,02,הרשות הלאומית לבטיחות,שינויי מזומן,0
559,674,2011,79,פיתוח התחבורה,43,רזרבה,01,רזרבה,שינויי מזומן,-194618
559,675,2011,04,משרד ראש הממשלה,21,המשרד לפיתוח הנגב והגליל,03,קידום הנגב והגליל,העברה לחטיבה להתיישבות,-10350
559,675,2011,04,משרד ראש הממשלה,23,המשרד לשיתוף פעולה אזורי,02,שרותים מרכזיים,העברה לחטיבה להתיישבות,-2650
559,676,2011,33,משרד החקלאות,28,חטיבה להתיישבות,03,מרחב הצפון,העברות חטיבה פרויקטים נגב גליל ועוד,200
559,676,2011,33,משרד החקלאות,28,חטיבה להתיישבות,05,מרחב מרכז,העברות חטיבה פרויקטים נגב גליל ועוד,800
559,676,2011,33,משרד החקלאות,28,חטיבה להתיישבות,15,מרחב צפון - אזור הגליל,העברות חטיבה פרויקטים נגב גליל ועוד,-76
559,676,2011,33,משרד החקלאות,28,חטיבה להתיישבות,16,מרחב מרכז - הר חברון,העברות חטיבה פרויקטים נגב גליל ועוד,500
559,676,2011,33,משרד החקלאות,28,חטיבה להתיישבות,17,מרחב דרום - אזור נגב,העברות חטיבה פרויקטים נגב גליל ועוד,15000
559,676,2011,33,משרד החקלאות,28,חטיבה להתיישבות,18,מטה ופעולות מרכזיות,העברות חטיבה פרויקטים נגב גליל ועוד,-124
559,676,2011,33,משרד החקלאות,34,תוכניות רב שנתיות,02,פיתוח הכפר - תוכניות רב שנתיות,העברות חטיבה פרויקטים נגב גליל ועוד,-3300
559,683,2011,83,הוצאות פיתוח אחרות,04,השקעות שונות,01,השקעות שונות,מיגון הניוד - 16.5,-16500
559,684,2011,13,הוצאות שונות,01,הוצאות שונות,30,רזרבה לפעולות מיוחדות,"מיגון הניוד באיו""ש",-8500
559,685,2011,16,הוצאות חירום אזרחיות,10,מרכיבי ביטחון,03,תוכנית גאות ושפל-מיגון,"מיגון הניוד באיו""ש",25000
567,144,2011,29,משרד הבינוי והשיכון,06,שכר,01,שכר,בני מיעוטים,0
572,172,2011,13,הוצאות שונות,01,הוצאות שונות,05,הוצאות שונות,5.6 להגנס - הפחתת פליטות,-5650
572,173,2011,83,הוצאות פיתוח אחרות,04,השקעות שונות,01,השקעות שונות,העברה למשרד להגנת הסביבה,-3118
572,174,2011,26,המשרד להגנת הסביבה,01,תחום פעולה כללי,01,הנהלת המשרד,מימון הרשאות עבר,3433
572,174,2011,26,המשרד להגנת הסביבה,01,תחום פעולה כללי,02,מחשוב,מימון הרשאות עבר,350
572,174,2011,26,המשרד להגנת הסביבה,03,פעילות יחידות המשרד,03,אשכול משאבי טבע,מימון הרשאות עבר,350
572,174,2011,26,המשרד להגנת הסביבה,03,פעילות יחידות המשרד,14,אשכול שלטון מקומי וארגונים,מימון הרשאות עבר,333
572,174,2011,26,המשרד להגנת הסביבה,03,פעילות יחידות המשרד,20,אשכול יישום מדיניות ואכיפה,מימון הרשאות עבר,-2280
572,174,2011,26,המשרד להגנת הסביבה,03,פעילות יחידות המשרד,28,אשכול תכנון ומדיניות,מימון הרשאות עבר,11899
572,174,2011,26,המשרד להגנת הסביבה,03,פעילות יחידות המשרד,40,אשכול תעשיות,מימון הרשאות עבר,990
572,174,2011,26,המשרד להגנת הסביבה,03,פעילות יחידות המשרד,41,פרוייקטים סביבתיים,מימון הרשאות עבר,-7153
572,174,2011,26,המשרד להגנת הסביבה,97,צער בעלי חיים,02,פעולות בעלי חיים,מימון הרשאות עבר,846
579,646,2011,04,משרד ראש הממשלה,01,תחום פעולה כללי,21,הוועדה הבינמשרדית להיערכות לרעידות אדמה,העברה למשרד הבריאות - נושא רעידות אדמה,-1000
579,647,2011,07,משרד לביטחון פנים,01,תחום פעולה כללי-,04,אמרכלות,העברה למשרד הבריאות,-250
579,648,2011,24,משרד הבריאות,02,משרד ראשי,30,יחידות מטה,רעידות אדמה וזיהוי אלמונים.,300
